Comment,Positive,Neutral,Negative,Sentiment,post_id
Ngilerrr banget ini enak semua 😍,0.9786059260368348,0.0003851138171739,0.0210089497268199,positive,29
"@jogjaestetikasik seger2 kak sayurnya, baru kali ini ak jadi doyan sayur😍",0.9993605017662048,0.0002771575527731,0.0003624618111643,positive,29
Pingin tapi harus ke solo 😛,0.0008829866419546,0.000280510779703,0.9988365769386292,negative,29
@elisabethkusdaryanti gass dah 😍😍😍,0.988736927509308,0.0019356625853106,0.0093275010585784,positive,29
Apa iya,0.0013902428327128,0.0003398220578674,0.9982699155807496,negative,30
Wah kita jadi tetangga desa ki mas saiki😂,0.4177781641483307,0.467664361000061,0.1145574003458023,neutral,30
@theodoradian_,0.0004102899110876,0.999354898929596,0.0002348207199247,neutral,32
ahhh teriakkk buat solooo pengen kesana buat kulineran 😍,0.0062333107925951,0.0003701991518028,0.993396520614624,negative,32
Bikin ngiler ih,0.7272728681564331,0.0014745803782716,0.2712525725364685,positive,32
Bikin laper nih,0.0005231129471212,0.0001388872915413,0.9993379712104796,negative,32
Keren banget halaman rumah di sulap jdi resto 😍,0.999381184577942,0.0002577569102868,0.0003610053681768,positive,32
Mau coba jugaa nihh😍kesana bareng keluarga,0.9991899132728576,0.0002288088871864,0.0005812910385429,positive,32
Duh mau kesanaa🙌,0.991762399673462,0.0003072601393796,0.0079302862286567,positive,32
Enak banget lengkap😍,0.9893653392791748,0.0003191304858773,0.0103154862299561,positive,32
Aaaa mau bangettt,0.8558244109153748,0.0007881456403993,0.143387421965599,positive,32
Wenak-enak pol menunya ya kak😍,0.9996510744094848,0.0001015538437059,0.0002473600616212,positive,32
Sumpah sehat sehat banget ini makanannya,0.999160885810852,0.0001032858417602,0.0007358434959314,positive,32
Ngiler banget makannnya😍,0.0064122392795979,0.0001867963437689,0.9934009909629822,negative,32
Semuanya enak2 yah bikin ngilerr,0.9994627833366394,0.0001350525417365,0.0004021655186079,positive,32
Mau bgt ahh bikin ngilerr😍,0.9992953538894652,0.0001173501441371,0.0005872635520063,positive,32
Wah kalap aku liat enak,0.9948004484176636,0.0007456197636201,0.0044539258815348,positive,32
Aduh ngilerr bngettt😍,0.0793865025043487,0.0009228872368112,0.9196905493736268,negative,32
wajib mampir kesini ini sih 😍,0.0014109502080827,0.0001424484798917,0.9984466433525084,negative,32
aa ngiler bgttt makanannyaa😍,0.7429019212722778,0.0011383728124201,0.255959689617157,positive,32
😍😍enak banget nih,0.9997357726097108,6.970333197386935e-05,0.0001945452677318,positive,32
kalo ke solo harus mampir sini sihh😍,0.9994696974754332,0.0001314038672717,0.0003989560354966,positive,32
Wah masuk list kalo ke solo,0.9563331007957458,0.0298290736973285,0.0138378236442804,positive,32
Enak bgt semua menu2 ini 😍🙌,0.1781723946332931,0.0007697175024077,0.8210578560829163,negative,32
salad nyo banyak anet,0.0002715146983973,0.0001544252299936,0.9995740056037904,negative,32
mau kesolo bgtt😍,0.0007515840698033,0.0001178373131551,0.9991305470466614,negative,32
Menunyaaa menggoda bgttt😍,0.9967834949493408,0.0001842630736064,0.0030321767553687,positive,32
duhhh beb bikin ngiler ih😢,0.3615175485610962,0.0034263341221958,0.6350560784339905,negative,32
Yaampun mau ke solo makkk😍,0.9965409636497498,0.0001754342665662,0.0032835130114108,positive,32
Jdi ngiler ih😢,0.0054688891395926,0.0006549502722918,0.9938761591911316,negative,32
Wiii mau bgt❤,0.996819257736206,0.0002969290071632,0.0028838226571679,positive,32
Maw maw maww 😍😍😍,0.99919193983078,0.000161222560564,0.0006467705825343,positive,32
enak nih ya😍,0.998791515827179,0.0002390628360444,0.000969415763393,positive,32
Wahh mau bgt ❤️,0.9995217323303224,7.956814079079777e-05,0.0003986409574281,positive,32
Saved dulu yhaa ini,0.0014810534194111,0.0015512597747147,0.9969677329063416,negative,32
Lagi laper jadi ngiler mom😂,0.1146540492773056,0.0046706250868737,0.8806753754615784,negative,32
Aaaa mau bgt ❤,0.9990214109420776,0.0001365659118164,0.0008420384838245,positive,32
Sambel mata ny ena bgt,0.9991288781166076,0.0002343108790228,0.0006368355243466,positive,32
"Wih salad nya menggoda😍😍 ,tp kejauahan atuhh,ntr mau coba bikin ah😍",0.9993581175804138,0.0001447744871256,0.000497082946822,positive,32
Wahh ini enak n sehat,0.9997181296348572,8.174039976438507e-05,0.0002001035463763,positive,32
Semuanya bikin ngilerrr 😢,0.5770083069801331,0.0023166718892753,0.4206750094890594,positive,32
Duhhh jadi ngileeerr nih🤤🤤🤤,0.9395566582679749,0.0007072392036207,0.0597361512482166,positive,32
Mau banget kak,0.9995094537734984,9.49424211285077e-05,0.0003956142172683,positive,32
Sambel matahnya behhh menggoda bgt,0.9438832998275756,0.0010007210075855,0.0551159977912902,positive,32
"@yunika.fedianti mari kak, sambal matah kami seger banget loh, favorit para sobat rasa 😍",0.890994131565094,0.0708273500204086,0.0381786152720451,positive,32
Wahh jd ngilerr nglihat menunyaa😍,0.9987478256225586,0.0003434294194448,0.0009086259524337,positive,32
Bikin ngilerr pol ini mah😍🔥,0.0149914762005209,0.0005402461392804,0.9844682812690736,negative,32
Wah ini klo kesini aku bs pesen semua nih😍,0.9874274730682372,0.0025708421599119,0.0100016938522458,positive,32
Ngiler bgt pengen 😭,0.0009768875315785,0.0001131036042352,0.9989100694656372,negative,32
Sumpehh ngiler banget liat nya😍🤤,0.9790719151496888,0.0011475813807919,0.0197805631905794,positive,32
Saladnya menggoda bgt😍,0.7493587136268616,0.0016537256306037,0.24898761510849,positive,32
Aa ngiler bangettt toloong😍,0.9895716905593872,0.0003811745264101,0.0100471386685967,positive,32
Enak semua ini sih😍,0.0009884661994874,8.162705489667132e-05,0.9989299178123474,negative,32
Menunya nampol banget sih ini😍,0.001148096518591,9.319259697804227e-05,0.9987586736679076,negative,32
Salad nya menggoda bngt😍,0.9931185245513916,0.0007107261335477,0.0061707659624516,positive,32
Pengen saladnyaa keliatan seger enak bgt dimakan,0.9996837377548218,0.0001001706841634,0.0002161129523301,positive,32
otw coba jg si😍,0.0111364144831895,0.9281408786773682,0.0607226230204105,neutral,32
Mgilerrr gak kuat mau beli langsung😍,0.0002368827699683,9.203044464811684e-05,0.9996711015701294,negative,32
Nyaman poll sih ini😍,0.9818159341812134,0.0012585580116137,0.0169255547225475,positive,32
Jadi ngiler sama makanannya😍,0.9995239973068236,0.0001153101984527,0.0003606825193855,positive,32
Nanti kalo ke solo mau mampir 😍,0.4957486093044281,0.436006486415863,0.0682448223233223,positive,32
Kak ini kenapa enak enak semua yaa 🤤,0.999292492866516,0.0001087848067982,0.0005987078184261,positive,32
Boleh dicoba ni enak yahh💕,0.999560296535492,0.0001686597825028,0.0002711114939302,positive,32
Savee biar cobain kalo ke solo🩷🩷🩷,0.3057393431663513,0.6931180953979492,0.0011425912380218,neutral,32
Huaaa jd laper aku liat video ini wkwkw,0.0003985148796346,0.000108436201117,0.9994930028915404,negative,32
Healthy bgt jd ga feeling guilty 😍,0.0017035140190273,0.0001611123007023,0.9981353282928468,negative,32
Waaa andai ada di balikpapan 😍,0.9983482360839844,0.0003023673198185,0.0013494110899046,positive,32
Lngkap bngtt menunyaa ya,0.0436980426311492,0.9438894391059875,0.0124124465510249,neutral,32
Ada cabang di Tangerang gk kak?,0.0005880181561224,0.9958937168121338,0.0035182810388505,neutral,32
kalo ke solo wajib si visit mampir sni 😍,0.4305563867092132,0.5683656930923462,0.0010778985451906,neutral,32
Save ah .. nanti ke solo mampir melipir 😍,0.9952226281166076,0.0020309491083025,0.0027463871520012,positive,32
"Ngilerrrrr, klo main kesana harus mampir deh kayanya iniii",0.0251135062426328,0.0011484553106129,0.9737380146980286,negative,32
nyaman banget sih tempat nya kayak di rumah sendiri,0.9993941783905028,0.0001643094728933,0.0004414780414663,positive,32
Wah banyak banget macam makanannya😍,0.9997231364250184,8.071765478234738e-05,0.0001961241796379,positive,32
Wah.. Lezat semua it mom.. Mau icip de,0.9996577501296996,9.666641562944278e-05,0.0002456545189488,positive,32
Aduh jadi ngiler mom 😍😍😍,0.938767671585083,0.0024759720545262,0.0587564073503017,positive,32
Makan enak plus sehat😍,0.9997888207435608,6.035137994331308e-05,0.0001508356508566,positive,32
Menunya enak semua kak bikin ngiker,0.9996658563613892,9.22614271985367e-05,0.0002419349330011,positive,32
Ngiler bgt liat ayam sambal matahnya😍,0.0005526171298697,0.0001373871637042,0.99931001663208,negative,32
Bukan tempat untuk diet ya ini,0.0002166797057725,0.0001079704306903,0.9996753931045532,negative,32
"@nurulizma28 bisa kak, kita ada menu basic salad menggunakan telur omega 3",0.000225086332648,0.999509334564209,0.0002655624994076,neutral,32
Auto kalap ya kak liat menunya bnyak dan pasti enak,0.9996891021728516,0.0001206801898661,0.0001901845826068,positive,32
Wah enak bgt inii jd ngilerrr😍,0.9996668100357056,6.161276542115957e-05,0.0002715370501391,positive,32
Kalau aku ke Solo wajib ke sini siih 😍,0.981862723827362,0.0003719573724083,0.0177652537822723,positive,32
Duh enak.enak banget 🤤,0.9996066689491272,5.938325557508506e-05,0.0003340271650813,positive,32
makanannya enak enak bgt😍,0.9996942281723022,9.39689198276028e-05,0.0002118189877364,positive,32
Wajib ke sini pas lewat solo😍,0.999344527721405,0.0001382388436468,0.0005172694800421,positive,32
Ntar mampir ah kalo ke solo 😍,0.9912705421447754,0.0016159538645297,0.0071135032922029,positive,32
ngileeeeer. pengen banget kesini,0.7967774271965027,0.0010626681614667,0.2021598815917968,positive,32
Bikin giler mih😢,0.0008676077704876,9.659181523602456e-05,0.9990358352661132,negative,32
Duhhh save dlu ah,0.0033283252269029,0.0003930790699087,0.9962785840034484,negative,32
Wahh banyak banget menu nya ya,0.998696267604828,0.000281377142528,0.0010223868303,positive,32
Duh ngiler banget deh beb,0.9965408444404602,0.0002555237151682,0.0032035813201218,positive,32
wah pas banget mau liburan ke solo😍,0.9997321963310242,7.885855302447453e-05,0.0001888841070467,positive,32
Enak enak banget inii,0.997603714466095,0.0001763214968377,0.0022199107334017,positive,32
penasaran bgd sama rasanya,0.9988829493522644,0.0002127043553628,0.0009043370955623,positive,32
Wah klo pulkan wajib kesini aku😍,0.9930568933486938,0.0006347658345475,0.0063083595596253,positive,32
"Wahhh ngiler, klo ke solo mau coba ini 😍",0.973437249660492,0.0021004488226026,0.0244623199105262,positive,32
Ngileeer tp jauh kali😢,0.0128589421510696,0.0007498677587136,0.9863911867141724,negative,32
Wah lengkap banget; klo ke solo kudu ke sini ❤,0.999624252319336,8.975805394584313e-05,0.0002859728701878,positive,32
Ngeliat ini jd kangen solo,0.9951254725456238,0.0017980657285079,0.0030764490365982,positive,32
lengkap banget ya kak varian saladnya😍,0.9997598528862,7.689945050515234e-05,0.0001632180501474,positive,32
❤️cek dm kak,0.0002831334713846,0.9995477795600892,0.0001690306089585,neutral,32
@agentelursolo tidak ada dm dr kaka 😁,0.00030113523826,0.0015290962764993,0.9981697797775269,negative,32
Enakk ini Mimin mauh,0.0003291732573416,9.191143908537924e-05,0.999578893184662,negative,32
Ngiler bgt ihhh😍🔥,0.1423854678869247,0.0005931210471317,0.8570214509963989,negative,32
Kak @hannaqueen46 pengin iki,0.0014643338508903,0.9982495903968812,0.000286123715341,neutral,32
@lovely_lia_1991 kapan.???,0.0006686411215923,0.0027372380718588,0.9965941309928894,negative,32
"@lovely_lia_1991 @hannaqueen46 mari kak, kami tunggu kedatangannya 🙌",0.0030029853805899,0.9959836006164552,0.0010135119082406,neutral,32
Jauh gak sih dari stasiun Solo balapan ka mau kalau kesini 😍,0.7897909283638,0.0024760318920016,0.2077329754829406,positive,32
jadii pengenn 🔥,0.0323587954044342,0.0029968935996294,0.9646443724632264,negative,32
Mau dong 😍,0.3350878357887268,0.0009053088724613,0.6640068888664246,negative,32
Puas bgt makan ksini ya 😍,0.999243140220642,0.0001319637376582,0.0006248701247386,positive,32
Nnti kapan2 makan ini mau,0.0005038946983404,0.0008487785235047,0.998647391796112,negative,32
Udah sampe solo ajaa nih mama Hana 😍,0.0038517923094332,0.0013717710971832,0.9947763681411744,negative,32
@maenyoel 😁,0.0368215329945087,0.0009821666171774,0.9621962904930116,negative,33
"Luas juga tempatnya,bersih",0.9954928159713744,0.0005457782535813,0.0039614094421267,positive,33
kece banget nihh weii,0.0003752510237973,7.393272244371474e-05,0.999550759792328,negative,33
Nyaman banget ya cafenya,0.9997122883796692,9.822982974583284e-05,0.0001895378663903,positive,33
Waa nyaman bgt ni cafe nyaaa,0.9996801614761353,6.938264414202422e-05,0.0002505331940483,positive,33
Kaya dirumah vibeny,0.865588366985321,0.1249517723917961,0.0094599472358822,positive,33
harga menunyaa murce ga nih beb? 😍,0.011616451665759,0.0071744658052921,0.9812090992927552,negative,33
Waah save dulu ah,0.018515471369028,0.7584027051925659,0.2230817824602127,neutral,33
Bagus cafenya,0.999693751335144,0.0001334450498688,0.0001728594506857,positive,33
Andalan banget ini kak😍,0.0037093618884682,0.000134350528242,0.9961562752723694,negative,33
nyaman banget buat nongki 😍,0.9981374740600586,0.0004277122498024,0.00143474037759,positive,33
Jadi betah nongki disitu,0.9993496537208556,0.0001419630716554,0.0005083708674646,positive,33
Spill harga kak,0.0179201625287532,0.9616060853004456,0.0204737838357687,neutral,33
"Pas liat lokasi nya ""solo"" nangis bgtt ternyata jauh bgt, kesitu hrs sambil nginep wkwk",0.0122690685093402,0.000400795484893,0.987330198287964,negative,33
Nyaman banget tempatnya 😍,0.9995530247688292,8.408413850702345e-05,0.0003628403355833,positive,33
".
.
.

#Day1낮324
#мαяєтpēຖนhƈʊǟռ",0.5526195168495178,0.4405798017978668,0.0068007204681634,positive,33
Pindah ke kalsel gih restonya😢,0.9997294545173644,6.719178782077506e-05,0.0002033710334217,positive,33
".
.
.
.
.
.
.
#𝕃𝕚𝕘𝕙𝕥𝕤𝕆𝕦𝕥장𝕞𝕠𝕧𝕚𝕖레𝕒𝕩𝕝
#hellomarchbekindyz",0.9993952512741088,0.0001774519623722,0.0004273829981684,positive,33
Save dulu sih ini,0.0019515902968123,0.1050379648804664,0.8930104374885559,negative,33
Menunya bikin laper banget🔥,0.0325517989695072,0.0004554432816803,0.966992735862732,negative,33
Save dulu ah 😍,0.6728382110595703,0.1948909312486648,0.1322708576917648,positive,33
Aaa sayang banget jauh Dari tempat ku 😢,0.9985663294792176,0.0002172769018216,0.0012164562940597,positive,33
Tmptnya nyaman yah kak🙌🏻,0.9997445940971376,9.486590715823696e-05,0.0001605071593075,positive,33
Wahhh asli homeyy bgt,0.9973489046096802,0.0001973189937416,0.0024536943528801,positive,33
Huwa jadi mau kesini,0.0667658299207687,0.0306612569838762,0.9025728702545166,negative,33
wah baru tauu malah😍,0.0907035246491432,0.0015431707724928,0.90775328874588,negative,33
Asli homey bgt ni❤,0.0038778469897806,0.0003197166661266,0.9958024621009828,negative,33
Enak bgt ni kalo bawa bocil,0.0002624463522806,0.0001833354035625,0.9995542168617249,negative,33
Jadi pengen ke sana 😍,0.9989927411079408,0.0001446291134925,0.0008627395727671,positive,33
sekilas dr luar biasa aja tp cakep juga ni😍,0.9996763467788696,0.0001176472796942,0.0002061014529317,positive,33
Nyaman bgt ya,0.9994090795516968,0.000112199842988,0.000478694884805,positive,33
Homey banget ini😍,0.0682475939393043,0.0003838924749288,0.9313685297966005,negative,33
Wah mau main ke Solo 😍,0.9983394145965576,0.0001905619283206,0.0014699822058901,positive,33
Bisa buat foto2 nih 😍,0.4034160673618316,0.5894128680229187,0.0071710846386849,neutral,33
Penasan ni mau kesini belim kesampean,0.0015787887386977,0.0444645434617996,0.9539566040039062,negative,33
semua makanannya menggoda euy,0.999750792980194,8.022611291380599e-05,0.0001690462231636,positive,33
Mau juga dong cobain kesini,0.7874652147293091,0.102327361702919,0.1102073937654495,positive,33
next kalo ke solo kesini,0.8034036755561829,0.0206328760832548,0.1759634464979171,positive,33
enak buat nongki ya😍,0.9994656443595886,0.000186438075616,0.0003479337028693,positive,33
akuuu solo jugaaa tp baru tau lohhh ada tempat ini,0.9741910099983216,0.0035504079423844,0.0222585797309875,positive,33
cozy bgt jd mager plg😍,0.999733030796051,7.664019358344376e-05,0.0001903689844766,positive,33
aaaa murce2 yah😍,0.9995619654655457,8.669721137266606e-05,0.0003512862022034,positive,33
Hommyy bgt ya kak 😍,0.9987035989761353,0.0001876723981695,0.0011087030870839,positive,33
Kalo ke solo aku mau kesini ah,0.9623705744743348,0.010441493242979,0.0271879341453313,positive,33
Save dulu ah ini,0.010343519039452,0.4614503085613251,0.5282062292098999,negative,33
Waahh boleh lah dicoba 😍,0.999067723751068,0.0002506922173779,0.0006816220702603,positive,33
Homey banget tempat nya 😍,0.011591225862503,0.000304858200252,0.9881039261817932,negative,33
"@dedeksusanto berasa di kampung halaman ya kak, yuk mampir kesini 😍",0.8001900911331177,0.1790440082550048,0.020765958353877,positive,33
Saladnya enaak,0.0002520470297895,0.003979526925832,0.995768427848816,negative,34
@jurnal_jajan_jojo semoga bisa jadi langganan terus ya kak 🙌,0.0264605861157178,0.9713364243507384,0.0022029851097613,neutral,34
Menarik sebagai pecinta salad aku mesti mampir nih😍,0.9996449947357178,0.0001483329979237,0.0002065861481241,positive,35
"@angieflourina wajib dong kak, kami tunggu ya😍",0.3433153927326202,0.5598366856575012,0.0968479141592979,neutral,35
Waahh menarik nih 😍,0.9996168613433838,8.72373566380702e-05,0.0002958963159471,positive,35
Pengen bgt mampir,0.9996039271354676,0.0001077802226063,0.0002883377310354,positive,35
Kyknya aku yg gasuka salad bakal suka sih😍,0.9997007846832277,0.0001063277013599,0.0001929610443767,positive,35
@balejourney wajib banget nyobain kak kalo di solo 😠,0.1600087434053421,0.8373093605041504,0.0026819091290235,neutral,35
@sebelasrasa siap noted dulu min buat kalo trip ke solo nanti,0.0004623738059308,0.997661828994751,0.0018757454818114,neutral,35
😍😍Banyak bgt varian menu saladnya,0.9997856020927428,7.217272650450468e-05,0.0001421683846274,positive,35
Definisi makan salad yg nikmat dan nyaman ini 😍❤,0.9993135929107666,0.0003102699702139,0.0003760776016861,positive,35
Baru kali ini penasaran sm makanan sehat😆,0.4742778539657593,0.0125335557386279,0.5131885409355164,negative,35
"sukaaa bgt salad, ngiler deh liatnya😍",0.9995014667510986,9.920022421283647e-05,0.0003993078425992,positive,35
Enak nih kak😍😍soon mau cobain,0.999606430530548,8.173953392542899e-05,0.0003118702152278,positive,35
Next list kalo main kesana😍,0.9350014925003052,0.0518840104341506,0.0131144700571894,positive,35
Haduu yg sehat2 tp enak begini menggoda 😍,0.9984133243560792,0.0002197163848904,0.0013669850304722,positive,35
Enak nih nyummy 🤤👌,0.7866958379745483,0.0020209259819239,0.2112832069396972,positive,35
Ngilerrr😫,0.0012134928256273,0.0001292608503717,0.9986572265625,negative,35
Weeehh dimana ini dev?,0.0003995737060904,0.0001523784158052,0.9994480013847352,negative,35
Enak bnget 🤩,0.1902913004159927,0.001318234601058,0.8083904385566711,negative,35
Aku ga suka sayurann tp pen cobain 😢,0.0053836517035961,0.0008829562575556,0.9937333464622498,negative,35
mam sehat 😍,0.9996681213378906,0.0001034149754559,0.0002284368529217,positive,35
So look yummy 😍😍,0.9989455342292786,0.0001451910939067,0.0009092696127481,positive,35
Enak nihhh🔥,0.941062867641449,0.0004442775680217,0.0584929324686527,positive,35
Enak2 banget keliatannya😍,0.0007887470419518,6.828510959167033e-05,0.9991430044174194,negative,35
🤩🤩🤩🙌,0.9996345043182372,0.0001144638081314,0.0002509741752874,positive,36
"Menunya komplit, pelayanan cepat & ramah” 👏",0.9996565580368042,0.0001352929830318,0.0002082064456772,positive,36
Menunya variatif dan banyak pilihan salad sayurnya fresh juga... Kemarin saya makan bebek gorengnya gak alot sama sekali karena proses diungkep👍,0.9997758269309998,9.023232269100844e-05,0.0001339624868705,positive,36
@erma_agus.kristiana,0.0043479884043335,0.9935077428817748,0.0021442673169076,neutral,39
@ixcha_gaozhan @queenbella9522 yen ika dijak rene..cocokkkk ikihhhh,0.9997050166130066,0.0001257288822671,0.000169245438883,positive,39
Enak kayake ini min,0.0001934707543114,6.935127021279186e-05,0.9997372031211852,negative,39
Enak.......11/10,0.0001959196379175,0.0001192176641779,0.9996849298477172,negative,40
Dressing saladnya endull....bebeknya juga juicy...,0.9997164607048036,8.068340684985742e-05,0.0002028748131124,positive,40
Dekettt rumah tp blm pernah ksanaaa...puengen eram,0.009888706728816,0.8078940510749817,0.1822173148393631,neutral,40
Bisa Qris/debit gak kak?,0.0018827508902177,0.7978747487068176,0.2002423852682113,neutral,40
enaakkkkkkk,0.0078644473105669,0.0002031570184044,0.991932451725006,negative,40
maaauuuuuu,0.9994340538978576,0.0001292405650019,0.000436655129306,positive,40
Karo kelurahan kudu itu kmn ya miin infonya doong miin,0.0008860130328685,0.9946221113204956,0.0044918367639184,neutral,41
@potterindra,0.7098632454872131,0.2885747253894806,0.0015620163176208,positive,41
"Fav ku, melon yakult..",0.8159224987030029,0.126469537615776,0.0576079599559307,positive,41
@doa_reztu nggone tonggomu mas,0.0146892787888646,0.0034551918506622,0.9818555116653442,negative,41
@s_aji_s cedak omah mu to ? Jak aku rene lah,0.0058831572532653,0.0013458610046654,0.9927709698677064,negative,41
5 menit,0.6129361391067505,0.0319882743060588,0.3550755381584167,positive,41
Bunda @nieke.ratriana cedak omah yo?😍😍,0.9971952438354492,0.00065203855047,0.0021527556236833,positive,41
@aaneviliaferiantoro gaske kak,0.0004028519906569,0.9994783997535706,0.0001188446840387,neutral,41
@abuakhtarsyah,0.0005681636394001,0.9992769360542296,0.0001548420405015,neutral,41
mas @cahyo_t_haryono solo mampir mrene,0.0003523233754094,0.999409794807434,0.0002379634679527,neutral,41
Oseng telurnya ngga ramah..,0.0003788984613493,0.0002148683706764,0.9994062185287476,negative,41
Sedesa tp ko ndak tau yaa 😢 @banyutrimulyo,0.0001528649299871,0.000856060127262,0.998991072177887,negative,41
@nry_dewi,0.0003484705812297,0.9993361830711364,0.0003153636644128,neutral,41
@kikiamels @weeywaweey harus cobain ini,0.7472532391548157,0.2143340557813644,0.0384126976132392,positive,41
Nginep solo trs mampir sini ya yang @91_aha,0.0013792354147881,0.9978070855140686,0.0008136903634294,neutral,41
@rosianadiva @skolastikaellen @yogiputraaa_06 ngerti ora guys?,0.0003706092538777,0.9983402490615844,0.0012890737270936,neutral,41
Info kuliner d deket rs moewardi dong,0.1106629967689514,0.8884738087654114,0.000863152265083,neutral,41
Deket rmhmu ini @ngbintang @cokbone,0.0003343585412949,0.99948251247406,0.000183117997949,neutral,41
Ki ngendi @shinta_yudith,0.007794096134603,0.0100450329482555,0.9821609258651732,negative,41
Enakk kayak nya,0.0003268365107942,6.971265247557312e-05,0.9996034502983092,negative,41
Rasanya worthit sm blusukannya kah?,0.0007560516824014,0.0001276324037462,0.9991163611412048,negative,41
Jos nan ki👍👍,0.999617338180542,0.0001021984353428,0.0002803752431645,positive,41
Rene yoh sep @septya.chiwa,0.0004737525014206,0.9969768524169922,0.0025494664441794,neutral,41
"@alfiaisn lho mung baki yull,kudune gass😂",0.033678188920021,0.7182210683822632,0.2481008023023605,neutral,41
Adoh karo gonmu ora mbo @him_mawan ?,0.0012976501602679,0.9913731217384338,0.0073292031884193,neutral,41
@andry_tjah_bagoes,0.0029811530839651,0.9959568381309508,0.0010620144894346,neutral,41
@shiva_latifa wingi gak ngajak rene?,0.0003692400932777,0.0115065956488251,0.9881241917610168,negative,41
Rice bowl e mangkok e lunyuuu🤣🤦,0.6630018949508667,0.3316368162631988,0.0053613036870956,positive,41
@vitasibuan,0.000539441651199,0.9992766976356506,0.0001839458855101,neutral,41
Saladnya mantep...tp bawa dressing/kewpie sendiri aja,0.1328387856483459,0.6962682604789734,0.1708928942680359,neutral,41
@sofya_admajha,0.1346148997545242,0.8526327013969421,0.0127523550763726,neutral,41
Share untuk kisaran harga menu min @solodelicious,0.0003757557133212,0.9995253086090088,9.891416993923484e-05,neutral,41
"Liat slide 4 aku lgsg deg ingat rmh alm mm ku🥺 sm persis teras ny gini, tiang/pilar ny jg model gini",0.0044559510424733,0.0210382137447595,0.97450590133667,negative,41
"@ahmad_kailani next, kita coba ayam lengkuasnya Kai 😂",0.2428005188703537,0.6943632960319519,0.0628361701965332,neutral,41
@septina2987,0.4020142257213592,0.3268807828426361,0.2711049914360046,positive,41
1mnt dr rmh wkk,0.0013395514106377,0.9948509335517884,0.003809540066868,neutral,41
@adhit_roses,0.0238351933658123,0.1633195579051971,0.8128452301025391,negative,41
Saladnya enak,0.6184608936309814,0.0024090136867016,0.3791300654411316,positive,41
@andininovianita cedak omah ga sih,0.0034606230910867,0.0434214770793914,0.9531179070472716,negative,42
@queenbella9522,0.2607049345970154,0.6868684887886047,0.052426628768444,neutral,42
apa harus malam itu min,0.0022610835731029,0.0459379367530345,0.951801061630249,negative,42
spil harga,0.1272102296352386,0.7257733345031738,0.1470164507627487,neutral,42
Lancar2 yo pak @widyoagung ... Ayoo kapan pak @abudonly,0.0047990614548325,0.9317101836204528,0.0634907409548759,neutral,42
@aghmaheswari,0.0005032988847233,0.9993699193000792,0.0001267704064957,neutral,42
Ayam gorengnya 😋,0.9994423985481262,0.0001045300014084,0.0004530567093752,positive,42
@rasikachan catet sek ben ga bingung golek maem,0.2269498109817505,0.2218046486377716,0.5512455701828003,negative,42
Sama2 kak,0.9985679388046264,0.0001838043826865,0.0012482198653742,positive,43
Terima kasih atas kedatangan dan videonya mas 🙏🙏,0.6468926072120667,0.3508808612823486,0.0022265252191573,positive,43
Alamat jelasnya mana nggih min?,0.000234017134062,0.0003639078640844,0.9994020462036132,negative,44
Sering kesana tapi yg terakhir kok porsinya di kurangi jadi dikit banget menurutku dengan harga 30 RB jadi mahal,0.0188784189522266,0.001679717679508,0.9794418811798096,negative,44
@yogabudhiarta yuk kesini,0.0055430172942578,0.9937339425086976,0.0007231253548525,neutral,44
Cedak omahmu ki @tesalonika_marta,0.0012245510006323,0.0006395383970811,0.9981359243392944,negative,44
🥬🥕🥗🌮,0.9989301562309264,0.0002624516491778,0.0008074167417362,positive,44
"Sering beli, porsi saladnya jumbo 😂",0.9992104768753052,0.0003946667420677,0.0003948521625716,positive,44
Emang enak saladnya 😍,0.9996398687362672,5.787843838334084e-05,0.0003021910961251,positive,44
@eleanaputriiii,0.5077996850013733,0.0740770101547241,0.418123334646225,positive,44
Saus mayonya di salad menurutku kurang banyak sih,0.989273965358734,0.006436045281589,0.0042899437248706,positive,45
@nafisasyhd,0.1686115562915802,0.0221250019967556,0.8092634677886963,negative,45
"Bukanya sore ya,, kog ga dari siang",0.0004373182309791,0.0530619882047176,0.9465007185935974,negative,45
Kayakx asyik juga tempat n menux 👍,0.9997932314872742,9.196166502078996e-05,0.0001147718940046,positive,45
Resto na wali murid 😍enak banyak murah,0.999785840511322,6.945002678548917e-05,0.0001447099930373,positive,45
@ilhamsatriia_ jre meh ngejak ren,0.0001659817644394,0.9990617632865906,0.0007722414447925,neutral,45
top,0.996084451675415,0.000641073915176,0.003274432150647,positive,45
@annierofiah @whsetyarini @idafatmawati99,0.0002843776892405,0.9995762705802916,0.0001392776612192,neutral,45
Mantap,0.9997598528862,8.230688399635255e-05,0.0001578330266056,positive,45
@masbangunpurnomo,0.2295087128877639,0.7658805251121521,0.00461086910218,neutral,45
😍😍😍,0.9995299577713012,9.463096648687495e-05,0.0003754295466933,positive,45
Aq dah pernah k sini..minum & mkanannya enak aq suka...recomanded👍,0.9996721744537354,0.0001645074371481,0.0001633326464798,positive,45
@eniienull,0.9430213570594788,0.0261320974677801,0.0308464784175157,positive,45
@cyintiapurnama @wanitasexysekali,0.0107948286458849,0.9887468218803406,0.0004583426052704,neutral,45
